AQ Station Name;Air Quality Station Area;Air Quality Station Type;StandardsDescription;Country1;Unit Of Airpollution Level;Year Of Statistics;Air Pollution Class;Sampling Point;Year shapes;Data Aggregation Process Label;Air Pollutant;Air Pollution Level;Latitude;Longitude;Round Air pollution level
"""Liptovsky Mikulas - Skolska""";urban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Slovakia;ug/m3;2022;3;SPO-SK0067A_06001_100;2020;Annual mean / 1 calendar year;PM2.5;13,825;49,0839;19,6194;14
"""Lucenec - Gemerska cesta""";urban;traffic;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Slovakia;ug/m3;2022;3;SPO-SK0072A_06001_100;2020;Annual mean / 1 calendar year;PM2.5;17,71;48,3366;19,6759;18
"""Martin - Jesenskeho""";urban;traffic;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Slovakia;ug/m3;2022;3;SPO-SK0039A_06001_100;2020;Annual mean / 1 calendar year;PM2.5;17,608;49,0597;18,9214;18
"""N.Akmene""";urban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Lithuania;ug/m3;2022;2;SPO-LT00021_06001_100;2020;Annual mean / 1 calendar year;PM2.5;8,352;56,3194;22,8708;8
"""Narva""";urban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Estonia;ug/m3;2022;1;SPO-EE0022A_06001_100;2020;Annual mean / 1 calendar year;PM2.5;4,684;59,3762;28,1792;5
"""Nitra - Janikovce""";urban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Slovakia;ug/m3;2022;3;SPO-SK0134A_06001_100;2020;Annual mean / 1 calendar year;PM2.5;11,294;48,283;18,1406;11
"""Nitra - Sturova""";urban;traffic;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Slovakia;ug/m3;2022;3;SPO-SK0269A_06001_100;2020;Annual mean / 1 calendar year;PM2.5;12,623;48,3095;18,0768;13
"""�ism�e""";urban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Estonia;ug/m3;2022;1;SPO-EE0018A_06001_100;2020;Annual mean / 1 calendar year;PM2.5;3,899;59,4142;24,6495;4
"""Oscadnica""";suburban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Slovakia;ug/m3;2022;3;SPO-SK0071A_06001_100;2020;Annual mean / 1 calendar year;PM2.5;17,574;49,4354;18,8836;18
"""Pecs Boszorkany""";suburban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Hungary;ug/m3;2022;3;SPO-HU0029A_06001_100;2020;Annual mean / 1 calendar year;PM2.5;11,826;46,0803;18,2111;12
"""Pezinok - Obrancov mieru""";urban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Slovakia;ug/m3;2022;3;SPO-SK0075A_06001_100;2020;Annual mean / 1 calendar year;PM2.5;12,74;48,2833;17,2597;13
"""Plastovce""";suburban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Slovakia;ug/m3;2022;4;SPO-SK0070A_06001_100;2020;Annual mean / 1 calendar year;PM2.5;23,124;48,1596;18,9784;23
"""Poprad - Zeleznicna""";suburban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Slovakia;ug/m3;2022;3;SPO-SK0069A_06001_100;2020;Annual mean / 1 calendar year;PM2.5;12,577;49,0615;20,2858;13
"""Presov - arm.gen. L. Svobodu""";urban;traffic;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Slovakia;ug/m3;2022;3;SPO-SK0266A_06001_100;2020;Annual mean / 1 calendar year;PM2.5;18,147;48,9925;21,2668;18
"""Prievidza - Malonecpalska""";urban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Slovakia;ug/m3;2022;3;SPO-SK0050A_06001_100;2020;Annual mean / 1 calendar year;PM2.5;13,205;48,7827;18,6281;13
"""Puchov - 1.maja""";suburban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Slovakia;ug/m3;2022;3;SPO-SK0066A_06001_100;2020;Annual mean / 1 calendar year;PM2.5;16,529;49,119;18,3253;17
"""Ruzomberok - Riadok""";urban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Slovakia;ug/m3;2022;3;SPO-SK0008A_06001_100;2020;Annual mean / 1 calendar year;PM2.5;18,381;49,079;19,3025;18
"""Saarej�rve""";rural;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Estonia;ug/m3;2022;1;SPO-EE0016A_06001_100;2020;Annual mean / 1 calendar year;PM2.5;3,58;58,7028;26,7589;4
"""Senec - Boldocka""";urban;traffic;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Slovakia;ug/m3;2022;3;SPO-SK0068A_06001_100;2020;Annual mean / 1 calendar year;PM2.5;13,985;48,223;17,4044;14
"""Senica - Hviezdoslavova""";urban;traffic;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Slovakia;ug/m3;2022;3;SPO-SK0021A_06001_100;2020;Annual mean / 1 calendar year;PM2.5;13,742;48,6806;17,3632;14
"""Sered - Vinarska""";urban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Slovakia;ug/m3;2022;3;SPO-SK0063A_06001_100;2020;Annual mean / 1 calendar year;PM2.5;11,889;48,2836;17,7352;12
"""Stara Lesna - AU SAV EMEP/O3""";rural;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Slovakia;ug/m3;2022;2;SPO-SK0004R_06001_100;2020;Annual mean / 1 calendar year;PM2.5;8,118;49,1514;20,2895;8
"""Strazske - Mierova""";urban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Slovakia;ug/m3;2022;3;SPO-SK0030A_06001_100;2020;Annual mean / 1 calendar year;PM2.5;15,98;48,874;21,8376;16
"""Szeged2""";urban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Hungary;ug/m3;2022;3;SPO-HU0057A_06001_100;2020;Annual mean / 1 calendar year;PM2.5;17,049;46,2666;20,1531;17
"""Tartu""";urban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Estonia;ug/m3;2022;2;SPO-EE0021A_06001_100;2020;Annual mean / 1 calendar year;PM2.5;5,628;58,3706;26,7347;6
"""Topolniky - Aszod/EMEP""";rural;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Slovakia;ug/m3;2022;3;SPO-SK0007R_06001_100;2020;Annual mean / 1 calendar year;PM2.5;13,013;47,9594;17,8601;13
"""Trebisov  - T. G. Masaryka""";suburban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Slovakia;ug/m3;2022;3;SPO-SK0073A_06001_100;2020;Annual mean / 1 calendar year;PM2.5;16,197;48,6283;21,7133;16
"""Trencin - Hasicska""";urban;traffic;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Slovakia;ug/m3;2022;3;SPO-SK0047A_06001_100;2020;Annual mean / 1 calendar year;PM2.5;13,743;48,8965;18,0413;14
"""Trnava - Kollarova""";urban;traffic;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Slovakia;ug/m3;2022;3;SPO-SK0045A_06001_100;2020;Annual mean / 1 calendar year;PM2.5;13,465;48,3712;17,5849;13
"""Velka Ida - Letna""";suburban;industrial;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Slovakia;ug/m3;2022;4;SPO-SK0018A_06001_100;2020;Annual mean / 1 calendar year;PM2.5;21,945;48,5921;21,1752;22
"""Veszprem""";suburban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Hungary;ug/m3;2022;3;SPO-HU0034A_06001_100;2020;Annual mean / 1 calendar year;PM2.5;13,456;47,0911;17,9011;13
"""Vilnius - Zirmunai""";urban;traffic;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Lithuania;ug/m3;2022;3;SPO-LT00003_06001_100;2020;Annual mean / 1 calendar year;PM2.5;12,599;54,7153;25,2894;13
"""Vilsandi""";rural;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Estonia;ug/m3;2022;1;SPO-EE0011R_06001_100;2020;Annual mean / 1 calendar year;PM2.5;3,793;58,3761;21,845;4
"""Vranov nad Toplou - M. R. Stefanika""";urban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Slovakia;ug/m3;2022;3;SPO-SK0031A_06001_100;2020;Annual mean / 1 calendar year;PM2.5;16,109;48,8864;21,6876;16
"""Zarnovica - Dolna""";suburban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Slovakia;ug/m3;2022;4;SPO-SK0065A_06001_100;2020;Annual mean / 1 calendar year;PM2.5;20,839;48,4829;18,7193;21
"""Ziar nad Hronom - Jilemnickeho""";urban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Slovakia;ug/m3;2022;3;SPO-SK0268A_06001_100;2020;Annual mean / 1 calendar year;PM2.5;11,653;48,5996;18,8425;12
"""Zilina - Obezna""";urban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Slovakia;ug/m3;2022;3;SPO-SK0020A_06001_100;2020;Annual mean / 1 calendar year;PM2.5;17,582;49,2114;18,7712;18
"""Zvolen - Janka Alexyho""";urban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Slovakia;ug/m3;2022;3;SPO-SK0262A_06001_100;2020;Annual mean / 1 calendar year;PM2.5;14,5;48,5582;19,1569;15
A7 Salaise Ouest;suburban;traffic;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";France;ug/m3;2022;2;SPO-FR27011_6001;2020;Annual mean / 1 calendar year;PM2.5;8,937;45,3441;4,8075;9
A7 SUD LYONNAIS;suburban;traffic;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";France;ug/m3;2022;3;SPO-FR20013_6001;2020;Annual mean / 1 calendar year;PM2.5;12,17;45,72;4,8182;12
A7 Valence Est;urban;traffic;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";France;ug/m3;2022;2;SPO-FR36032_6001;2020;Annual mean / 1 calendar year;PM2.5;9,533;44,9492;4,8901;10
A23 S�dosttangente/Wehlistra�e;suburban;traffic;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Austria;ug/m3;2022;2;SPO.09.A23.65516.6001.1;2020;Annual mean / 1 calendar year;PM2.5;10,402;48,2031;16,4346;10
Aachen Wilhelmstra�e;urban;traffic;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Germany;ug/m3;2022;2;SPO.DE_DENW207_PM2_dataGroup1;2020;Annual mean / 1 calendar year;PM2.5;9,96;50,7731;6,0958;10
Aalen;suburban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Germany;ug/m3;2022;2;SPO.DE_DEBW029_PM2_dataGroup1;2020;Annual mean / 1 calendar year;PM2.5;9,251;48,8479;10,0963;9
ACQUAPENDENTE;rural;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Italy;ug/m3;2022;2;SPO.IT2023A_6001_BETA_2010-07-22_00:00:00;2020;Annual mean / 1 calendar year;PM2.5;9,641;42,7366;11,8764;10
AG - ASP;suburban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Italy;ug/m3;2022;2;SPO.IT2281A_6001_BETA_2017-02-23_00:00:00;2020;Annual mean / 1 calendar year;PM2.5;9,269;37,307;13,594;9
Agia PARASKEVI;suburban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Greece;ug/m3;2022;3;SPO-GR0039A_06001_101;2020;Annual mean / 1 calendar year;PM2.5;12,179;37,9951;23,8194;12
AGOST;urban;industrial;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Spain;ug/m3;2022;4;SP_03002002_9_M;2020;Annual mean / 1 calendar year;PM2.5;25,462;38,4361;-0,638;25
AG�IMES;urban;industrial;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Spain;ug/m3;2022;3;SP_35002001_9_47;2020;Annual mean / 1 calendar year;PM2.5;11,27;27,8976;-15,445;11
Aiguafreda (Can Bellit);rural;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";Spain;ug/m3;2022;3;SP_08014001_9_M;2020;Annual mean / 1 calendar year;PM2.5;11,314;41,7711;2,2507;11
AIX CENTRE ECOLE ART;urban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";France;ug/m3;2022;2;SPO-FR03029_6001;2020;Annual mean / 1 calendar year;PM2.5;9,491;43,5303;5,4409;9
AJACCIO CANETTO;urban;background;"There is no EU standard value for this pollutant and reporting metric.
There is no WHO standard value for this pollutant and reporting metric.";France;ug/m3;2022;2;SPO-FR41001_6001;2020;Annual mean / 1 calendar year;PM2.5;9,48;41,9247;8,7357;9
